Area Code (FAO),Year,Value
120,1990,0.419
120,1991,0.688
120,1992,0.199
120,1993,0.302
120,1994,0.394
120,1995,0.623
120,1996,0.143
120,1997,0.333
120,1998,1.432
120,1999,0.663
120,2000,0.039
120,2001,0.721
120,2002,0.601
120,2003,0.977
120,2004,0.401
120,2005,0.878
120,2006,0.834
120,2007,0.556
120,2008,0.244
120,2009,0.612
120,2010,1.322
120,2011,0.092
120,2012,0.92
120,2013,1.085
120,2014,0.66
120,2015,1.314
120,2016,1.324
120,2017,1.071
120,2018,0.814
120,2019,2.053
120,2020,1.605
119,1992,1.575
119,1993,0.388
119,1994,0.674
119,1995,1.61
119,1996,-0.428
119,1997,0.75
119,1998,0.643
119,1999,1.545
119,2000,2.004
119,2001,1.814
119,2002,1.716
119,2003,0.242
119,2004,1.014
119,2005,1.343
119,2006,1.071
119,2007,2.189
119,2008,2.388
119,2009,1.502
119,2010,0.676
119,2011,1.123
119,2012,1.378
119,2013,1.052
119,2014,2.294
119,2015,2.143
119,2016,1.904
119,2017,1.467
119,2018,2.327
119,2019,2.426
119,2020,3.513
121,1961,-0.013
121,1962,0.801
121,1963,0.766
121,1964,-0.714
121,1965,-0.089
121,1966,0.702
121,1967,-0.906
121,1968,-0.054
121,1969,0.25
121,1970,0.417
121,1971,-0.28
121,1972,-0.635
121,1973,-0.522
121,1974,-0.225
121,1975,-0.25
121,1976,-0.666
121,1977,0.067
121,1978,0.005
121,1979,0.681
121,1980,-0.245
121,1981,-0.009
121,1982,-0.523
121,1983,-0.986
121,1984,-0.115
121,1985,-0.046
121,1986,0.194
121,1987,-0.291
121,1988,-0.043
121,1989,0.079
121,1990,0.007
121,1991,0.356
121,1992,-1.074
121,1993,-0.492
121,1994,1.005
121,1995,0.011
121,1996,0.363
121,1997,-0.143
121,1998,0.95
121,1999,1.043
121,2000,0.502
121,2001,1.105
121,2002,0.792
121,2003,0.604
121,2004,0.629
121,2005,0.265
121,2006,0.696
121,2007,0.693
121,2008,0.957
121,2009,0.829
121,2010,2.308
121,2011,0.609
121,2012,0.977
121,2013,1.183
121,2014,1.01
121,2015,1.413
121,2016,1.695
121,2017,1.107
121,2018,2.202
121,2019,1.467
121,2020,1.711
122,1961,0.378
122,1962,0.281
122,1963,0.031
122,1964,0.005
122,1965,-0.079
122,1966,0.238
122,1967,-0.103
122,1968,-0.367
122,1969,0.494
122,1970,0.492
122,1971,-0.024
122,1972,-0.111
122,1973,0.115
122,1974,-0.113
122,1975,-0.157
122,1976,-0.427
122,1977,0.302
122,1978,0.14
122,1979,0.346
122,1980,0.209
122,1981,-0.267
122,1982,0.313
122,1983,1.045
122,1984,0.38
122,1985,0.821
122,1986,0.529
122,1987,0.618
122,1988,0.494
122,1989,0.022
122,1990,0.364
122,1991,0.524
122,1992,0.969
122,1993,1.016
122,1994,0.09
122,1995,0.709
122,1996,-0.233
122,1997,0.214
122,1998,0.887
122,1999,1.208
122,2000,0.305
122,2001,0.558
122,2002,0.485
122,2003,0.662
122,2004,0.707
122,2005,0.75
122,2006,0.023
122,2007,0.574
122,2008,0.31
122,2009,0.316
122,2010,1.06
122,2011,0.185
122,2012,0.559
122,2013,0.557
122,2014,0.635
122,2015,1.135
122,2016,1.792
122,2017,0.826
122,2018,0.717
122,2019,1.557
122,2020,0.667
123,1961,-0.114
123,1962,-0.108
123,1963,0.123
123,1964,-0.149
123,1965,-0.27
123,1966,0.055
123,1967,-0.145
123,1968,-0.071
123,1969,0.157
123,1970,0.292
123,1971,-0.12
123,1972,0.053
123,1973,0.534
123,1974,0.054
123,1975,-0.082
123,1976,-0.177
123,1977,0.261
123,1978,0.259
123,1979,0.556
123,1980,0.421
123,1981,0.175
123,1982,0.241
123,1983,0.504
123,1984,0.373
123,1985,0.293
123,1986,0.182
123,1987,0.959
123,1988,0.835
123,1989,0.372
123,1990,0.591
123,1991,0.531
123,1992,0.264
123,1993,0.542
123,1994,0.592
123,1995,0.75
123,1996,0.677
123,1997,0.985
123,1998,1.26
123,1999,0.747
123,2000,0.505
123,2001,0.691
123,2002,1.033
123,2003,1.056
123,2004,0.921
123,2005,1.127
123,2006,1.149
123,2007,1.071
123,2008,1.226
123,2009,1.418
123,2010,1.447
123,2011,1.119
123,2012,0.894
123,2013,1.008
123,2014,0.963
123,2015,1.33
123,2016,1.523
123,2017,1.538
123,2018,1.367
123,2019,1.552
123,2020,1.63
124,1961,-0.484
124,1962,0.167
124,1963,0.198
124,1964,-0.087
124,1965,-0.105
124,1966,0.212
124,1967,-0.6
124,1968,-0.043
124,1969,0.755
124,1970,-0.22
124,1971,-0.233
124,1972,0.137
124,1973,-0.239
124,1974,-0.114
124,1975,-0.369
124,1976,-0.426
124,1977,0.349
124,1978,-0.188
124,1979,0.267
124,1980,-0.038
124,1981,0.039
124,1982,0.062
124,1983,-0.392
124,1984,-0.143
124,1985,0.016
124,1986,0.147
124,1987,-0.059
124,1988,0.933
124,1989,-0.08
124,1990,0.543
124,1991,0.226
124,1992,-0.41
124,1993,0.279
124,1994,0.415
124,1995,0.26
124,1996,0.448
124,1997,0.401
124,1998,0.693
124,1999,1.184
124,2000,0.237
124,2001,1.218
124,2002,0.825
124,2003,0.859
124,2004,0.654
124,2005,0.63
124,2006,0.72
124,2007,0.842
124,2008,0.87
124,2009,0.756
124,2010,2.068
124,2011,0.752
124,2012,0.677
124,2013,1.122
124,2014,1.202
124,2015,0.692
124,2016,1.504
124,2017,0.471
124,2018,1.695
124,2019,0.968
124,2020,1.28
125,1961,1.056
125,1962,-0.478
125,1963,-0.771
125,1964,0.056
125,1965,-0.835
125,1966,0.411
125,1967,0.545
125,1968,0.013
125,1969,-0.015
125,1970,-0.553
125,1971,-0.08
125,1972,0.08
125,1973,-0.019
125,1974,0.184
125,1975,0.692
125,1976,0.303
125,1977,0.276
125,1978,-0.351
125,1979,-0.079
125,1980,-0.163
125,1981,0.045
125,1982,0.546
125,1983,0.945
125,1984,-0.366
125,1985,-0.33
125,1986,0.392
125,1987,-0.034
125,1988,0.942
125,1989,1.101
125,1990,1.322
125,1991,0.197
125,1992,1.101
125,1993,0.647
125,1994,1.939
125,1995,0.911
125,1996,-0.022
125,1997,0.954
125,1998,1.212
125,1999,0.977
125,2000,1.462
125,2001,1.445
125,2002,1.395
125,2003,1.686
125,2004,0.921
125,2005,0.69
125,2006,0.987
125,2007,1.964
125,2008,1.421
125,2009,1.435
125,2010,0.507
125,2011,1.677
125,2012,1.635
125,2013,0.952
125,2014,2.254
125,2015,2.073
125,2016,2.057
125,2017,1.829
125,2018,2.333
125,2019,2.148
125,2020,2.423
126,1992,1.49
126,1993,0.303
126,1994,0.953
126,1995,1.521
126,1996,-0.512
126,1997,0.526
126,1998,0.747
126,1999,1.494
126,2000,2.03
126,2001,1.809
126,2002,1.92
126,2003,0.189
126,2004,0.886
126,2005,1.21
126,2006,0.926
126,2007,2.2
126,2008,2.225
126,2009,1.394
126,2010,0.756
126,2011,0.949
126,2012,1.357
126,2013,0.96
126,2014,2.23
126,2015,2.096
126,2016,1.94
126,2017,1.535
126,2018,2.423
126,2019,2.638
126,2020,3.43
256,2000,1.648
256,2001,1.43
256,2002,1.391
256,2003,1.694
256,2004,1.016
256,2005,1.131
256,2006,1.358
256,2007,1.943
256,2008,1.28
256,2009,1.185
256,2010,0.321
256,2011,1.338
256,2012,1.26
256,2013,0.57
256,2014,2.462
256,2015,1.516
256,2016,1.864
256,2017,1.639
256,2018,2.46
256,2019,2.151
256,2020,2.633
129,1961,0.562
129,1962,-0.07
129,1963,-0.305
129,1964,-0.396
129,1965,-0.583
129,1966,-0.06
129,1967,0.311
129,1968,-0.413
129,1969,0.416
129,1970,0.25
129,1971,-0.249
129,1972,-0.074
129,1973,0.112
129,1974,-0.321
129,1975,-0.282
129,1976,-0.013
129,1977,0.345
129,1978,0.457
129,1979,0.222
129,1980,0.288
129,1981,0.059
129,1982,0.259
129,1983,0.387
129,1984,-0.133
129,1985,0.054
129,1986,-0.079
129,1987,0.482
129,1988,0.538
129,1989,0.01
129,1990,0.056
129,1991,0.311
129,1992,0.369
129,1993,0.204
129,1994,0.323
129,1995,0.347
129,1996,0.128
129,1997,0.607
129,1998,0.778
129,1999,0.425
129,2000,0.429
129,2001,0.593
129,2002,0.569
129,2003,0.628
129,2004,0.384
129,2005,0.634
129,2006,0.806
129,2007,0.707
129,2008,0.527
129,2009,0.919
129,2010,1.198
129,2011,1.166
129,2012,0.841
129,2013,0.696
129,2014,0.821
129,2015,1.171
129,2016,1.12
129,2017,1.442
129,2018,1.115
129,2019,1.696
129,2020,1.359
130,1961,0.366
130,1962,-0.143
130,1963,-0.428
130,1964,-0.295
130,1965,-0.547
130,1966,0.145
130,1967,0.123
130,1968,-0.275
130,1969,0.342
130,1970,0.241
130,1971,-0.27
130,1972,-0.027
130,1973,0.234
130,1974,-0.28
130,1975,-0.153
130,1976,-0.07
130,1977,0.488
130,1978,0.236
130,1979,0.124
130,1980,0.221
130,1981,-0.227
130,1982,-0.116
130,1983,0.85
130,1984,0.228
130,1985,-0.077
130,1986,-0.006
130,1987,0.519
130,1988,0.599
130,1989,0.073
130,1990,0.546
130,1991,0.091
130,1992,0.653
130,1993,0.005
130,1994,0.215
130,1995,0.74
130,1996,0.496
130,1997,0.656
130,1998,0.937
130,1999,0.163
130,2000,0.697
130,2001,0.587
130,2002,0.684
130,2003,0.937
130,2004,0.871
130,2005,1.34
130,2006,1.05
130,2007,1.054
130,2008,0.482
130,2009,0.696
130,2010,0.966
130,2011,0.629
130,2012,0.865
130,2013,0.788
130,2014,1.055
130,2015,0.991
130,2016,1.31
130,2017,1.22
130,2018,1.039
130,2019,1.225
130,2020,1.361
131,1961,-0.036
131,1962,-0.088
131,1963,-0.104
131,1964,0.019
131,1965,-0.24
131,1966,0.138
131,1967,-0.141
131,1968,-0.093
131,1969,0.224
131,1970,0.096
131,1971,-0.215
131,1972,0.053
131,1973,0.317
131,1974,-0.193
131,1975,-0.017
131,1976,-0.14
131,1977,0.14
131,1978,0.254
131,1979,0.351
131,1980,0.276
131,1981,0.214
131,1982,0.213
131,1983,0.559
131,1984,-0.058
131,1985,0.137
131,1986,0.164
131,1987,0.485
131,1988,0.448
131,1989,0.093
131,1990,0.497
131,1991,0.368
131,1992,0.349
131,1993,0.167
131,1994,0.308
131,1995,0.431
131,1996,0.325
131,1997,0.588
131,1998,1.138
131,1999,0.385
131,2000,0.361
131,2001,0.575
131,2002,0.674
131,2003,0.693
131,2004,0.658
131,2005,0.867
131,2006,0.605
131,2007,0.652
131,2008,0.534
131,2009,0.754
131,2010,0.977
131,2011,0.603
131,2012,0.773
131,2013,0.957
131,2014,0.976
131,2015,1.13
131,2016,1.577
131,2017,1.109
131,2018,1.172
131,2019,1.428
131,2020,1.358
132,1961,
132,1962,-0.054
132,1963,
132,1964,
132,1965,
132,1966,0.43
132,1967,-0.16
132,1968,-0.243
132,1969,0.227
132,1970,
132,1971,
132,1972,0.221
132,1973,0.586
132,1974,-0.133
132,1975,-0.324
132,1976,0.008
132,1977,-0.019
132,1978,-0.17
132,1979,0.082
132,1980,0.183
132,1981,0.132
132,1982,0.319
132,1983,0.476
132,1984,0.206
132,1985,0.068
132,1986,0.242
132,1987,0.493
132,1988,0.809
132,1989,-0.011
132,1990,0.579
132,1991,0.615
132,1992,0.225
132,1993,0.241
132,1994,0.44
132,1995,0.707
132,1996,0.453
132,1997,0.58
132,1998,0.919
132,1999,0.311
132,2000,0.277
132,2001,0.475
132,2002,0.634
132,2003,0.535
132,2004,0.404
132,2005,0.859
132,2006,0.402
132,2007,0.45
132,2008,0.225
132,2009,0.556
132,2010,0.683
132,2011,0.538
132,2012,0.526
132,2013,0.592
132,2014,0.672
132,2015,0.806
132,2016,0.846
132,2017,0.707
132,2018,0.65
132,2019,0.918
132,2020,0.933
133,1961,-0.301
133,1962,-0.162
133,1963,0.203
133,1964,-0.141
133,1965,-0.316
133,1966,0.012
133,1967,-0.137
133,1968,-0.297
133,1969,0.673
133,1970,0.403
133,1971,0.032
133,1972,0.317
133,1973,0.538
133,1974,-0.406
133,1975,-0.445
133,1976,-0.348
133,1977,0.385
133,1978,0.389
133,1979,0.673
133,1980,0.996
133,1981,0.419
133,1982,0.295
133,1983,0.849
133,1984,0.632
133,1985,0.558
133,1986,0.335
133,1987,1.122
133,1988,0.822
133,1989,0.143
133,1990,0.956
133,1991,0.757
133,1992,0.266
133,1993,1.081
133,1994,0.27
133,1995,0.647
133,1996,1.225
133,1997,0.915
133,1998,1.238
133,1999,0.414
133,2000,0.721
133,2001,0.641
133,2002,1.286
133,2003,1.31
133,2004,1.247
133,2005,1.426
133,2006,1.145
133,2007,0.979
133,2008,0.585
133,2009,1.038
133,2010,1.723
133,2011,1.296
133,2012,0.438
133,2013,0.99
133,2014,0.852
133,2015,1.094
133,2016,1.161
133,2017,1.406
133,2018,1.179
133,2019,1.242
133,2020,1.171
134,1961,0.53
134,1962,0.388
134,1963,-0.145
134,1964,0.306
134,1965,-0.167
134,1966,0.19
134,1967,0.191
134,1968,0.01
134,1969,-0.088
134,1970,-0.102
134,1971,-0.226
134,1972,-0.255
134,1973,0.039
134,1974,-0.193
134,1975,-0.323
134,1976,-0.644
134,1977,0.365
134,1978,-0.541
134,1979,0.099
134,1980,-0.459
134,1981,-0.317
134,1982,0.645
134,1983,0.071
134,1984,-0.244
134,1985,0.443
134,1986,0.398
134,1987,0.503
134,1988,1.156
134,1989,0.184
134,1990,1.211
134,1991,0.12
134,1992,0.245
134,1993,0.588
134,1994,1.377
134,1995,0.42
134,1996,0.6
134,1997,1.016
134,1998,0.84
134,1999,1.25
134,2000,1.067
134,2001,1.677
134,2002,0.934
134,2003,1.353
134,2004,0.649
134,2005,0.612
134,2006,0.909
134,2007,1.314
134,2008,1.148
134,2009,0.884
134,2010,1.073
134,2011,0.831
134,2012,1.289
134,2013,1.222
134,2014,1.419
134,2015,1.429
134,2016,1.682
134,2017,1.142
134,2018,1.344
134,2019,0.949
134,2020,1.238
127,1991,-0.004
127,1992,0.101
127,1993,-0.054
127,1994,0.225
127,1995,0.045
127,1996,0.139
127,1997,0.05
127,1998,0.031
127,1999,-0.246
127,2000,-0.132
127,2001,0.192
127,2002,0.352
127,2003,0.318
127,2004,0.458
127,2005,0.335
127,2006,0.257
127,2007,0.262
127,2008,0.014
127,2009,0.217
127,2010,0.383
127,2011,0.198
127,2012,0.55
127,2013,0.544
127,2014,0.607
127,2015,0.5
127,2016,0.804
127,2017,0.611
127,2018,0.397
127,2019,0.605
127,2020,0.719
135,1961,-0.067
135,1962,0.131
135,1963,0.222
135,1964,0.034
135,1965,-0.293
135,1966,0.054
135,1967,-0.268
135,1968,-0.215
135,1969,0.393
135,1970,0.14
135,1971,-0.226
135,1972,-0.073
135,1973,0.137
135,1974,-0.422
135,1975,-0.442
135,1976,-0.445
135,1977,0.05
135,1978,0.108
135,1979,0.218
135,1980,0.386
135,1981,0.424
135,1982,0.119
135,1983,0.444
135,1984,-0.026
135,1985,-0.065
135,1986,-0.005
135,1987,0.562
135,1988,0.372
135,1989,-0.078
135,1990,0.258
135,1991,0.33
135,1992,0.258
135,1993,0.381
135,1994,0.493
135,1995,0.586
135,1996,0.376
135,1997,0.557
135,1998,0.981
135,1999,0.409
135,2000,0.14
135,2001,0.39
135,2002,0.535
135,2003,0.644
135,2004,0.355
135,2005,0.669
135,2006,0.567
135,2007,0.65
135,2008,0.201
135,2009,0.391
135,2010,1.031
135,2011,0.446
135,2012,0.538
135,2013,0.539
135,2014,0.474
135,2015,0.71
135,2016,0.87
135,2017,0.625
135,2018,0.407
135,2019,0.576
135,2020,0.845
136,1961,-0.087
136,1962,0.105
136,1963,0.069
136,1964,0.04
136,1965,-0.543
136,1966,0.117
136,1967,-0.219
136,1968,-0.473
136,1969,0.613
136,1970,0.706
136,1971,-0.323
136,1972,-0.064
136,1973,0.48
136,1974,-0.686
136,1975,-0.315
136,1976,-0.569
136,1977,0.625
136,1978,0.532
136,1979,0.948
136,1980,0.877
136,1981,0.868
136,1982,0.546
136,1983,1.578
136,1984,0.538
136,1985,0.555
136,1986,0.247
136,1987,1.532
136,1988,0.882
136,1989,0.687
136,1990,1.448
136,1991,0.832
136,1992,0.848
136,1993,1.0
136,1994,0.563
136,1995,1.171
136,1996,1.515
136,1997,1.261
136,1998,1.767
136,1999,0.536
136,2000,1.185
136,2001,1.342
136,2002,1.28
136,2003,1.192
136,2004,1.283
136,2005,1.343
136,2006,1.456
136,2007,1.05
136,2008,1.332
136,2009,0.971
136,2010,2.021
136,2011,1.661
136,2012,0.829
136,2013,1.459
136,2014,1.357
136,2015,1.357
136,2016,1.591
136,2017,1.911
136,2018,1.008
136,2019,1.426
136,2020,1.815
137,1961,0.481
137,1962,-0.099
137,1963,-0.137
137,1964,-0.249
137,1965,-0.162
137,1966,-0.013
137,1967,0.086
137,1968,-0.193
137,1969,0.319
137,1970,0.363
137,1971,-0.293
137,1972,0.173
137,1973,-0.048
137,1974,-0.669
137,1975,-0.059
137,1976,0.1
137,1977,0.601
137,1978,0.41
137,1979,0.435
137,1980,0.477
137,1981,0.263
137,1982,0.365
137,1983,0.4
137,1984,-0.122
137,1985,0.06
137,1986,0.296
137,1987,0.762
137,1988,0.579
137,1989,0.199
137,1990,0.356
137,1991,0.629
137,1992,0.301
137,1993,0.283
137,1994,0.697
137,1995,0.577
137,1996,0.304
137,1997,0.861
137,1998,1.105
137,1999,0.399
137,2000,0.386
137,2001,0.77
137,2002,0.674
137,2003,0.961
137,2004,0.575
137,2005,0.625
137,2006,0.441
137,2007,0.77
137,2008,0.57
137,2009,1.193
137,2010,1.347
137,2011,1.178
137,2012,0.954
137,2013,1.102
137,2014,1.051
137,2015,1.382
137,2016,1.362
137,2017,1.562
137,2018,1.299
137,2019,1.762
137,2020,1.467
270,1961,0.333
270,1962,-0.096
270,1963,-0.234
270,1964,-0.049
270,1965,-0.488
270,1966,0.1
270,1967,0.17
270,1968,-0.467
270,1969,0.138
270,1970,0.154
270,1971,-0.75
270,1972,-0.188
270,1973,0.123
270,1974,-0.568
270,1975,-0.214
270,1976,
270,1977,
270,1978,0.132
270,1979,0.061
270,1980,0.229
270,1981,0.153
270,1982,0.476
270,1983,0.235
270,1984,-0.545
270,1985,-0.25
270,1986,-0.044
270,1987,0.336
270,1988,0.323
270,1989,-0.297
270,1990,0.093
270,1991,0.236
270,1992,0.083
270,1993,0.193
270,1994,0.494
270,1995,0.314
270,1996,-0.046
270,1997,0.314
270,1998,0.716
270,1999,0.161
270,2000,0.156
270,2001,0.318
270,2002,0.764
270,2003,0.437
270,2004,0.343
270,2005,0.483
270,2006,0.262
270,2007,0.717
270,2008,0.532
270,2009,0.891
270,2010,1.135
270,2011,0.877
270,2012,0.782
270,2013,0.678
270,2014,0.872
270,2015,1.098
270,2016,1.003
270,2017,1.239
270,2018,1.028
270,2019,1.588
270,2020,1.336
138,1961,-0.127
138,1962,0.215
138,1963,0.248
138,1964,-0.273
138,1965,-0.062
138,1966,-0.252
138,1967,-0.112
138,1968,-0.425
138,1969,0.175
138,1970,-0.303
138,1971,-0.065
138,1972,0.3
138,1973,-0.168
138,1974,-0.088
138,1975,-0.332
138,1976,-0.491
138,1977,-0.001
138,1978,0.173
138,1979,-0.07
138,1980,0.379
138,1981,0.15
138,1982,0.561
138,1983,0.009
138,1984,-0.119
138,1985,0.069
138,1986,0.268
138,1987,-0.156
138,1988,0.138
138,1989,0.444
138,1990,0.233
138,1991,0.218
138,1992,0.048
138,1993,0.291
138,1994,0.677
138,1995,0.77
138,1996,0.527
138,1997,0.447
138,1998,0.677
138,1999,0.585
138,2000,0.575
138,2001,0.495
138,2002,0.656
138,2003,0.806
138,2004,0.289
138,2005,0.727
138,2006,0.861
138,2007,0.467
138,2008,0.524
138,2009,1.039
138,2010,0.237
138,2011,0.978
138,2012,0.864
138,2013,0.698
138,2014,0.797
138,2015,1.048
138,2016,1.236
138,2017,1.474
138,2018,1.105
138,2019,1.246
138,2020,1.571
145,1991,0.047
145,1992,0.115
145,1993,-0.118
145,1994,0.122
145,1995,0.042
145,1996,0.164
145,1997,0.079
145,1998,0.339
145,1999,-0.152
145,2000,-0.097
145,2001,0.178
145,2002,0.067
145,2003,0.085
145,2004,0.276
145,2005,0.181
145,2006,0.3
145,2007,0.163
145,2008,-0.076
145,2009,0.234
145,2010,0.367
145,2011,0.153
145,2012,0.415
145,2013,0.425
145,2014,0.378
145,2015,0.36
145,2016,0.747
145,2017,0.764
145,2018,0.616
145,2019,0.658
145,2020,0.667
139,1961,
139,1962,
139,1963,
139,1964,
139,1965,
139,1966,
139,1967,
139,1968,
139,1969,
139,1970,0.279
139,1971,0.433
139,1972,-0.783
139,1973,0.531
139,1974,0.587
139,1975,0.606
139,1976,-0.02
139,1977,-0.282
139,1978,-0.463
139,1979,-0.305
139,1980,-0.444
139,1981,-0.123
139,1982,-0.554
139,1983,-0.416
139,1984,0.906
139,1985,-0.471
139,1986,-0.864
139,1987,-0.274
139,1988,0.167
139,1989,-0.351
139,1990,-0.686
139,1991,-0.305
139,1992,
139,1993,
139,1994,
139,1995,
139,1996,
139,1997,
139,1998,
139,1999,
139,2000,
139,2001,
139,2002,
139,2003,
139,2004,
139,2005,
139,2006,
139,2007,
139,2008,0.292
139,2009,-0.722
139,2010,-0.64
139,2011,
139,2012,1.006
139,2013,-0.255
139,2014,
139,2015,
139,2016,
139,2017,
139,2018,
139,2019,
139,2020,
140,1961,0.761
140,1962,-0.028
140,1963,-0.588
140,1964,0.446
140,1965,-0.435
140,1966,0.235
140,1967,0.45
140,1968,0.009
140,1969,-0.246
140,1970,-0.046
140,1971,-0.029
140,1972,-0.145
140,1973,0.265
140,1974,-0.114
140,1975,0.142
140,1976,-0.018
140,1977,-0.021
140,1978,-0.397
140,1979,-0.005
140,1980,-0.335
140,1981,-0.058
140,1982,0.566
140,1983,0.497
140,1984,-0.608
140,1985,-0.117
140,1986,0.42
140,1987,0.184
140,1988,0.748
140,1989,0.9
140,1990,1.273
140,1991,0.09
140,1992,0.605
140,1993,0.434
140,1994,1.27
140,1995,0.665
140,1996,0.213
140,1997,1.299
140,1998,0.913
140,1999,0.913
140,2000,1.097
140,2001,1.378
140,2002,0.91
140,2003,1.643
140,2004,0.854
140,2005,0.786
140,2006,1.145
140,2007,1.603
140,2008,1.054
140,2009,1.428
140,2010,0.408
140,2011,1.358
140,2012,1.351
140,2013,0.678
140,2014,1.768
140,2015,1.863
140,2016,1.734
140,2017,1.921
140,2018,1.886
140,2019,1.858
140,2020,2.143
141,1961,0.163
141,1962,-0.117
141,1963,1.198
141,1964,-0.178
141,1965,0.851
141,1966,0.364
141,1967,-0.46
141,1968,-0.797
141,1969,-0.855
141,1970,-0.301
141,1971,-0.038
141,1972,0.225
141,1973,0.693
141,1974,0.198
141,1975,0.493
141,1976,-0.195
141,1977,0.07
141,1978,0.916
141,1979,0.962
141,1980,0.461
141,1981,0.217
141,1982,1.146
141,1983,0.629
141,1984,-0.309
141,1985,-0.413
141,1986,0.385
141,1987,0.188
141,1988,0.641
141,1989,1.349
141,1990,1.555
141,1991,1.096
141,1992,0.835
141,1993,0.476
141,1994,1.352
141,1995,1.293
141,1996,0.434
141,1997,1.968
141,1998,2.153
141,1999,1.793
141,2000,1.011
141,2001,1.718
141,2002,1.815
141,2003,0.525
141,2004,1.764
141,2005,0.966
141,2006,1.258
141,2007,2.767
141,2008,1.8
141,2009,1.434
141,2010,0.344
141,2011,0.796
141,2012,0.275
141,2013,1.061
141,2014,1.913
141,2015,2.172
141,2016,1.434
141,2017,2.515
141,2018,2.235
141,2019,1.856
141,2020,2.36
273,2006,0.508
273,2007,1.759
273,2008,1.324
273,2009,1.269
273,2010,1.206
273,2011,1.022
273,2012,1.695
273,2013,1.487
273,2014,1.605
273,2015,1.785
273,2016,1.56
273,2017,1.364
273,2018,2.323
273,2019,1.943
273,2020,1.804
142,1961,-0.005
142,1962,0.015
142,1963,0.252
142,1964,0.101
142,1965,-0.409
142,1966,0.167
142,1967,-0.152
142,1968,-0.276
142,1969,0.263
142,1970,0.063
142,1971,-0.294
142,1972,-0.19
142,1973,0.221
142,1974,-0.349
142,1975,-0.4
142,1976,-0.472
142,1977,0.157
142,1978,0.135
142,1979,0.128
142,1980,0.663
142,1981,0.567
142,1982,0.19
142,1983,0.474
142,1984,-0.023
142,1985,-0.089
142,1986,-0.077
142,1987,0.583
142,1988,0.322
142,1989,-0.177
142,1990,0.241
142,1991,0.318
142,1992,0.276
142,1993,0.364
142,1994,0.373
142,1995,0.522
142,1996,0.274
142,1997,0.431
142,1998,0.992
142,1999,0.439
142,2000,0.186
142,2001,
142,2002,0.499
142,2003,0.65
142,2004,0.331
142,2005,0.651
142,2006,0.382
142,2007,0.637
142,2008,0.085
142,2009,0.322
142,2010,0.961
142,2011,0.382
142,2012,0.484
142,2013,0.556
142,2014,0.487
142,2015,0.811
142,2016,0.889
142,2017,0.665
142,2018,0.506
142,2019,0.763
142,2020,1.098
143,1961,0.603
143,1962,0.44
143,1963,0.138
143,1964,0.506
143,1965,-0.274
143,1966,0.454
143,1967,-0.002
143,1968,-0.155
143,1969,-0.023
143,1970,0.051
143,1971,-0.816
143,1972,-1.341
143,1973,0.046
143,1974,-0.462
143,1975,-0.245
143,1976,-0.857
143,1977,0.054
143,1978,0.345
143,1979,0.456
143,1980,0.497
143,1981,0.428
143,1982,0.425
143,1983,0.699
143,1984,0.181
143,1985,0.753
143,1986,0.202
143,1987,1.009
143,1988,0.911
143,1989,0.597
143,1990,1.323
143,1991,0.057
143,1992,0.149
143,1993,0.199
143,1994,0.855
143,1995,1.121
143,1996,0.895
143,1997,1.207
143,1998,1.484
143,1999,1.028
143,2000,0.909
143,2001,1.812
143,2002,1.199
143,2003,1.69
143,2004,1.133
143,2005,1.284
143,2006,1.49
143,2007,1.032
143,2008,1.18
143,2009,1.274
143,2010,2.145
143,2011,1.835
143,2012,1.445
143,2013,1.362
143,2014,1.751
143,2015,1.256
143,2016,1.948
143,2017,2.232
143,2018,0.638
143,2019,1.579
143,2020,2.172
144,1961,0.398
144,1962,0.039
144,1963,-0.435
144,1964,-0.179
144,1965,-0.574
144,1966,0.152
144,1967,0.136
144,1968,-0.326
144,1969,0.353
144,1970,0.284
144,1971,-0.09
144,1972,-0.265
144,1973,0.22
144,1974,-0.316
144,1975,-0.178
144,1976,-0.169
144,1977,0.441
144,1978,0.323
144,1979,0.097
144,1980,0.046
144,1981,-0.232
144,1982,-0.084
144,1983,0.853
144,1984,0.191
144,1985,-0.069
144,1986,0.001
144,1987,0.59
144,1988,0.49
144,1989,0.048
144,1990,0.3
144,1991,0.108
144,1992,0.773
144,1993,0.299
144,1994,0.116
144,1995,0.564
144,1996,0.091
144,1997,0.214
144,1998,0.887
144,1999,0.234
144,2000,0.23
144,2001,0.422
144,2002,0.503
144,2003,0.541
144,2004,0.39
144,2005,1.076
144,2006,0.528
144,2007,0.66
144,2008,0.263
144,2009,0.487
144,2010,0.895
144,2011,0.728
144,2012,0.647
144,2013,0.42
144,2014,0.671
144,2015,0.967
144,2016,1.189
144,2017,0.915
144,2018,0.836
144,2019,1.185
144,2020,0.968
28,1961,-0.013
28,1962,-0.122
28,1963,-0.179
28,1964,0.017
28,1965,-0.323
28,1966,0.388
28,1967,-0.043
28,1968,-0.168
28,1969,0.192
28,1970,-0.049
28,1971,-0.415
28,1972,-0.032
28,1973,0.244
28,1974,-0.277
28,1975,0.113
28,1976,-0.393
28,1977,-0.071
28,1978,0.075
28,1979,0.491
28,1980,0.284
28,1981,0.277
28,1982,0.048
28,1983,0.112
28,1984,0.037
28,1985,0.141
28,1986,0.045
28,1987,0.523
28,1988,0.386
28,1989,0.352
